171	97	1
171	97	0
170	99	0
169	100	0
169	100	0
169	101	0
169	101	0
168	103	0
168	103	0
168	104	0
168	104	0
168	104	0
167	105	0
166	106	0
166	106	0
166	106	0
165	106	0
165	106	0
165	106	0
165	106	0
165	106	0
165	105	0
165	105	0
165	104	0
166	102	0
169	98	0
171	97	0
165	106	1
165	106	0
165	106	0
165	106	0
165	106	0
165	106	0
165	106	0
135	97	1
135	97	0
137	98	0
141	100	0
142	101	0
142	101	0
143	102	0
144	104	0
144	106	0
144	106	0
144	106	0
144	107	0
144	107	0
144	107	0
144	107	0
144	107	0
144	107	0
143	106	0
143	106	0
142	106	0
142	105	0
142	105	0
142	105	0
141	105	0
141	105	0
141	104	0
141	104	0
141	104	0
141	103	0
141	103	0
141	103	0
140	102	0
139	100	0
139	100	0
138	100	0
136	98	0
135	97	0
135	97	0
133	144	1
133	144	0
134	144	0
135	144	0
135	144	0
135	144	0
134	144	0
133	144	0
133	144	0
132	144	0
131	144	0
131	144	0
131	144	0
132	144	0
133	144	0
156	207	1
156	207	0
156	207	0
156	207	0
156	207	0
156	207	0
156	207	0
156	207	0
107	221	1
107	221	0
107	221	0
107	221	0
107	221	0
107	221	0
107	221	0
68	298	1
68	298	0
69	298	0
69	298	0
69	298	0
69	298	0
69	298	0
68	298	0
68	298	0
68	298	0
68	298	0
68	298	0
68	298	0
68	298	0
53	302	1
53	302	0
53	302	0
54	302	0
54	302	0
54	302	0
54	302	0
54	302	0
54	302	0
54	302	0
54	302	0
54	302	0
53	302	0
53	302	0
136	305	1
136	305	0
136	305	0
136	305	0
136	305	0
136	305	0
136	305	0
182	48	1
182	48	0
181	48	0
181	49	0
181	49	0
181	49	0
181	49	0
181	49	0
183	51	0
185	54	0
186	55	0
186	55	0
186	55	0
183	56	0
179	59	0
176	63	0
173	67	0
172	69	0
172	69	0
171	71	0
171	76	0
171	80	0
173	85	0
174	87	0
174	87	0
171	88	0
167	90	0
165	91	0
165	91	0
163	94	0
158	100	0
156	103	0
156	103	0
155	103	0
155	104	0
155	104	0
155	104	0
155	104	0
153	103	0
153	103	0
150	99	0
145	94	0
143	93	0
143	93	0
141	91	0
136	89	0
133	88	0
133	88	0
133	85	0
134	81	0
134	77	0
134	74	0
133	72	0
133	72	0
132	69	0
128	64	0
126	62	0
123	60	0
123	60	0
120	59	0
116	58	0
115	58	0
115	57	0
115	57	0
115	57	0
115	56	0
115	56	0
117	53	0
118	51	0
118	51	0
118	51	0
118	50	0
118	50	0
118	50	0
118	50	0
118	50	0
118	50	0
118	50	0
115	53	0
112	56	0
111	58	0
111	59	0
111	59	0
111	60	0
112	61	0
112	61	0
112	61	0
116	63	0
121	66	0
123	67	0
123	67	0
124	68	0
126	71	0
127	73	0
127	73	0
127	75	0
128	79	0
128	81	0
128	81	0
127	82	0
126	87	0
124	90	0
124	90	0
124	91	0
124	92	0
124	92	0
124	93	0
125	95	0
126	96	0
126	96	0
125	97	0
123	99	0
123	101	0
123	101	0
123	101	0
124	103	0
125	105	0
126	108	0
126	108	0
126	110	0
129	112	0
130	113	0
130	113	0
131	114	0
135	114	0
137	115	0
140	118	0
140	118	0
141	118	0
144	119	0
144	119	0
143	121	0
142	126	0
140	136	0
139	143	0
139	143	0
139	143	0
138	144	0
138	144	0
138	144	0
138	144	0
138	144	0
138	144	0
135	143	0
133	143	0
133	143	0
132	143	0
131	144	0
130	144	0
110	157	0
93	158	0
70	160	0
70	160	0
70	160	0
70	160	0
70	160	0
69	160	0
62	164	0
57	167	0
42	178	0
42	178	0
41	181	0
39	185	0
39	187	0
39	188	0
39	203	0
40	212	0
40	212	0
40	217	0
40	223	0
41	225	0
41	225	0
41	226	0
42	228	0
42	228	0
42	228	0
42	228	0
43	228	0
44	226	0
45	225	0
45	225	0
46	223	0
46	221	0
46	221	0
46	218	0
45	212	0
45	212	0
45	211	0
45	211	0
45	211	0
45	211	0
45	211	0
45	211	0
46	213	0
47	216	0
48	220	0
49	224	0
49	227	0
49	227	0
49	229	0
48	234	0
48	237	0
48	237	0
47	238	0
46	242	0
44	244	0
44	244	0
44	245	0
44	247	0
44	247	0
44	254	0
45	268	0
46	281	0
45	293	0
45	298	0
45	298	0
46	299	0
48	301	0
48	302	0
48	303	0
48	303	0
51	303	0
53	303	0
53	303	0
55	303	0
56	303	0
56	302	0
56	302	0
56	302	0
55	299	0
53	294	0
52	293	0
52	293	0
52	292	0
51	282	0
51	274	0
51	274	0
51	270	0
51	264	0
51	262	0
51	262	0
51	261	0
53	257	0
54	254	0
56	262	0
56	262	0
58	266	0
61	273	0
62	276	0
62	276	0
63	281	0
65	290	0
66	293	0
66	293	0
66	294	0
66	296	0
66	298	0
66	298	0
66	298	0
67	298	0
69	299	0
70	299	0
72	302	0
72	302	0
74	302	0
75	302	0
75	302	0
77	302	0
79	302	0
79	302	0
79	302	0
79	301	0
79	300	0
79	300	0
79	300	0
76	296	0
73	292	0
73	291	0
72	288	0
72	288	0
72	288	0
72	288	0
72	288	0
72	288	0
71	286	0
68	279	0
67	271	0
65	257	0
65	257	0
65	256	0
66	253	0
67	250	0
67	250	0
67	249	0
71	244	0
74	240	0
78	232	0
83	224	0
83	224	0
84	223	0
85	221	0
85	219	0
85	219	0
92	220	0
102	221	0
107	221	0
107	221	0
111	221	0
117	220	0
119	219	0
119	219	0
120	220	0
120	221	0
120	222	0
120	222	0
121	235	0
121	240	0
121	240	0
121	240	0
121	240	0
125	251	0
126	262	0
126	277	0
125	295	0
125	295	0
125	296	0
127	298	0
128	300	0
128	300	0
128	300	0
128	301	0
127	303	0
127	303	0
127	303	0
128	304	0
128	304	0
130	305	0
133	306	0
135	306	0
135	306	0
136	306	0
136	306	0
136	306	0
137	305	0
137	304	0
136	304	0
136	304	0
135	300	0
133	293	0
132	290	0
132	290	0
132	289	0
131	283	0
131	279	0
131	279	0
131	276	0
132	269	0
133	263	0
134	257	0
134	255	0
134	255	0
134	253	0
133	246	0
133	223	0
134	222	0
134	222	0
134	222	0
134	222	0
134	222	0
135	222	0
136	221	0
136	220	0
136	236	0
136	236	0
136	238	0
137	243	0
138	246	0
138	255	0
138	255	0
138	258	0
139	263	0
139	266	0
139	288	0
139	288	0
139	289	0
139	290	0
138	291	0
139	296	0
141	298	0
143	301	0
143	301	0
142	302	0
142	303	0
142	303	0
142	303	0
143	304	0
144	305	0
144	305	0
144	305	0
145	305	0
146	305	0
146	305	0
148	305	0
151	305	0
151	305	0
152	304	0
152	304	0
152	304	0
151	302	0
150	300	0
150	298	0
147	295	0
147	295	0
147	293	0
146	288	0
146	284	0
145	266	0
146	259	0
146	259	0
146	252	0
147	242	0
147	242	0
147	238	0
148	236	0
148	236	0
149	233	0
150	228	0
151	225	0
151	225	0
151	224	0
151	220	0
151	217	0
154	213	0
154	213	0
154	214	0
154	215	0
154	217	0
154	217	0
154	217	0
154	217	0
154	217	0
155	216	0
156	215	0
156	215	0
156	215	0
156	214	0
156	210	0
156	207	0
156	207	0
157	207	0
158	206	0
159	204	0
160	201	0
161	199	0
161	199	0
161	197	0
162	194	0
162	193	0
162	193	0
162	192	0
161	188	0
160	185	0
160	185	0
160	184	0
160	183	0
160	183	0
160	182	0
163	177	0
165	172	0
165	172	0
166	170	0
166	168	0
166	168	0
167	162	0
167	155	0
167	155	0
168	147	0
168	135	0
169	131	0
168	128	0
168	128	0
167	124	0
166	120	0
166	119	0
166	118	0
166	118	0
166	118	0
166	118	0
168	117	0
170	116	0
172	112	0
172	112	0
175	112	0
178	111	0
179	111	0
179	110	0
179	110	0
181	109	0
183	107	0
183	105	0
183	105	0
184	103	0
185	99	0
185	97	0
185	97	0
184	96	0
183	94	0
182	93	0
182	93	0
183	91	0
183	88	0
183	88	0
177	79	0
177	79	0
176	78	0
176	76	0
176	74	0
176	74	0
177	71	0
178	67	0
179	65	0
180	64	0
180	64	0
181	63	0
183	61	0
187	59	0
190	58	0
190	58	0
191	58	0
191	57	0
191	56	0
191	56	0
191	55	0
189	53	0
188	52	0
183	49	0
183	49	0
182	48	0
182	48	0
